"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"10:22:17.3863488 AM","sample_create_window.exe","8296","RegCloseKey","HKCU","SUCCESS",""
"10:22:17.3863654 AM","sample_create_window.exe","8296","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"10:22:17.3863825 AM","sample_create_window.exe","8296","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3864046 AM","sample_create_window.exe","8296","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"10:22:17.3864245 AM","sample_create_window.exe","8296","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3864439 AM","sample_create_window.exe","8296","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"10:22:17.3864631 AM","sample_create_window.exe","8296","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3864810 AM","sample_create_window.exe","8296","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"10:22:17.3864971 AM","sample_create_window.exe","8296","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft","SUCCESS","Desired Access: Read"
"10:22:17.3866003 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.3866184 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\OLE\Tracing","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3875203 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\ole32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3875672 AM","sample_create_window.exe","8296","QueryBasicInformationFile","C:\Windows\System32\ole32.dll","SUCCESS","CreationTime: 2/25/2022 9:24:10 PM, LastAccessTime: 2/24/2023 10:22:10 AM, LastWriteTime: 2/25/2022 9:24:10 PM, ChangeTime: 2/15/2023 7:00:06 AM, FileAttributes: A"
"10:22:17.3875883 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\ole32.dll","SUCCESS",""
"10:22:17.3878496 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\ole32.dll","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3879095 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\ole32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE"
"10:22:17.3879257 AM","sample_create_window.exe","8296","QueryStandardInformationFile","C:\Windows\System32\ole32.dll","SUCCESS","AllocationSize: 1,216,512, EndOfFile: 1,214,264, NumberOfLinks: 2, DeletePending: False, Directory: False"
"10:22:17.3879549 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\ole32.dll","SUCCESS","SyncType: SyncTypeOther"
"10:22:17.3880140 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\ole32.dll","SUCCESS",""
"10:22:17.3880926 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.3881082 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLEAUT","NAME NOT FOUND","Desired Access: Query Value"
"10:22:17.3882059 AM","sample_create_window.exe","8296","QueryNameInformationFile","C:\Users\me\source\hello_runner\target\debug\sample_create_window.exe","SUCCESS","Name: \Users\me\source\hello_runner\target\debug\sample_create_window.exe"
"10:22:17.3891778 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\uxtheme.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3892417 AM","sample_create_window.exe","8296","QueryBasicInformationFile","C:\Windows\System32\uxtheme.dll","SUCCESS","CreationTime: 11/9/2022 7:16:29 AM, LastAccessTime: 2/24/2023 10:22:11 AM, LastWriteTime: 11/9/2022 7:16:29 AM, ChangeTime: 2/15/2023 7:00:06 AM, FileAttributes: A"
"10:22:17.3892846 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\uxtheme.dll","SUCCESS",""
"10:22:17.3896738 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\uxtheme.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3897765 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\uxtheme.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY"
"10:22:17.3898513 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\uxtheme.dll","SUCCESS","SyncType: SyncTypeOther"
"10:22:17.3900776 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\uxtheme.dll","SUCCESS","Image Base: 0x7ff846770000, Image Size: 0x9e000"
"10:22:17.3903537 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ff84a820000, Image Size: 0x9e000"
"10:22:17.3906644 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\uxtheme.dll","SUCCESS",""
"10:22:17.3910637 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"10:22:17.3911082 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"10:22:17.3911437 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"10:22:17.3911850 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"10:22:17.3920203 AM","sample_create_window.exe","8296","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"10:22:17.3920846 AM","sample_create_window.exe","8296","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.3921171 AM","sample_create_window.exe","8296","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize","SUCCESS","Desired Access: Query Value"
"10:22:17.3921563 AM","sample_create_window.exe","8296","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize\AppsUseLightTheme","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:22:17.3921972 AM","sample_create_window.exe","8296","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize","SUCCESS",""
"10:22:17.3922264 AM","sample_create_window.exe","8296","RegCloseKey","HKCU","SUCCESS",""
"10:22:17.3948497 AM","sample_create_window.exe","8296","CreateFile","C:\Program Files\Window Detective\x64\WD_Hook_x64_Release.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3949242 AM","sample_create_window.exe","8296","QueryBasicInformationFile","C:\Program Files\Window Detective\x64\WD_Hook_x64_Release.dll","SUCCESS","CreationTime: 6/1/2022 9:40:03 AM, LastAccessTime: 2/24/2023 10:21:43 AM, LastWriteTime: 11/15/2020 10:14:12 PM, ChangeTime: 6/1/2022 9:40:03 AM, FileAttributes: A"
"10:22:17.3949655 AM","sample_create_window.exe","8296","CloseFile","C:\Program Files\Window Detective\x64\WD_Hook_x64_Release.dll","SUCCESS",""
"10:22:17.3953121 AM","sample_create_window.exe","8296","CreateFile","C:\Program Files\Window Detective\x64\WD_Hook_x64_Release.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3954283 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Program Files\Window Detective\x64\WD_Hook_x64_Release.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY"
